NAME,TICKER,COUNTRY,ICB,INDUS,SUP SEC,SEC,SUB SEC
PPG Industries Inc.,PPG,United States,1357,Basic Materials,Chemicals,Chemicals,Specialty Chemicals
St. Jude Medical Inc.,STJ,United States,4535,Health Care,Health Care,Health Care Equipment & Services,Medical Equipment
Reynolds American Inc.,RAI,United States,3785,Consumer Goods,Personal & Household Goods,Tobacco,Tobacco
Charles Schwab Corp.,SCHW,United States,8777,Financials,Financial Services,Financial Services,Investment Services
Valero Energy Corp.,VLO,United States,0533,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production
Cameron International Corp.,CAM,United States,0573,Oil & Gas,Oil & Gas,Oil Equipment, Services & Distribution,Oil Equipment & Services
BRF-Brazil Foods S/A,BRFS,Brazil,3577,Consumer Goods,Food & Beverage,Food Producers,Food Products
Silver Wheaton Corp.,SLW,Canada,1779,Basic Materials,Basic Resources,Mining,Platinum & Precious Metals
Parker Hannifin Corp.,PH,United States,2757,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery
Loews Corp.,L,United States,8536,Financials,Insurance,Nonlife Insurance,Property & Casualty Insurance
McGraw-Hill Cos.,MHP,United States,5557,Consumer Services,Media,Media,Publishing
Estee Lauder Cos. Inc.,EL,United States,3767,Consumer Goods,Personal & Household Goods,Personal Goods,Personal Products
ENSCO PLC,ESV,United Kingdom,0573,Oil & Gas,Oil & Gas,Oil Equipment, Services & Distribution,Oil Equipment & Services
Omnicom Group Inc.,OMC,United States,5555,Consumer Services,Media,Media,Media Agencies
International Paper Co.,IP,United States,1737,Basic Materials,Basic Resources,Forestry & Paper,Paper
Agrium Inc.,AGU,Canada,1357,Basic Materials,Chemicals,Chemicals,Specialty Chemicals
Yamana Gold Inc.,AUY,Canada,1777,Basic Materials,Basic Resources,Mining,Gold Mining
Kroger Co.,KR,United States,5337,Consumer Services,Retail,Food & Drug Retailers,Food Retailers & Wholesalers
CF Industries Holdings Inc.,CF,United States,1357,Basic Materials,Chemicals,Chemicals,Specialty Chemicals
SeaDrill Ltd.,SDRL,Norway,0573,Oil & Gas,Oil & Gas,Oil Equipment, Services & Distribution,Oil Equipment & Services
Kellogg Co.,K,United States,3577,Consumer Goods,Food & Beverage,Food Producers,Food Products
Sempra Energy,SRE,United States,7575,Utilities,Utilities,Gas, Water & Multiutilities,Multiutilities
Cigna Corp.,CI,United States,4533,Health Care,Health Care,Health Care Equipment & Services,Health Care Providers
Progressive Corp.,PGR,United States,8536,Financials,Insurance,Nonlife Insurance,Property & Casualty Insurance
Valeant Pharmaceuticals International Inc.,VRX,Canada,4577,Health Care,Health Care,Pharmaceuticals & Biotechnology,Pharmaceuticals
Xcel Energy Inc.,XEL,United States,7535,Utilities,Utilities,Electricity,Conventional Electricity
Crown Castle International Corp.,CCI,United States,6575,Telecommunications,Telecommunications,Mobile Telecommunications,Mobile Telecommunications
Ameriprise Financial Inc.,AMP,United States,8777,Financials,Financial Services,Financial Services,Investment Services
Canadian Pacific Railway Ltd.,CP,Canada,2775,Industrials,Industrial Goods & Services,Industrial Transportation,Railroads
VF Corp.,VFC,United States,3763,Consumer Goods,Personal & Household Goods,Personal Goods,Clothing & Accessories
Kinross Gold Corp.,KGC,Canada,1777,Basic Materials,Basic Resources,Mining,Gold Mining
Ingersoll-Rand Co. Ltd.,IR,United States,2757,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery
Edison International,EIX,United States,7535,Utilities,Utilities,Electricity,Conventional Electricity
Kohl's Corp.,KSS,United States,5371,Consumer Services,Retail,General Retailers,Apparel Retailers
FMC Technologies Inc.,FTI,United States,0573,Oil & Gas,Oil & Gas,Oil Equipment, Services & Distribution,Oil Equipment & Services
Juniper Networks Inc.,JNPR,United States,9578,Technology,Technology,Technology Hardware & Equipment,Telecommunications Equipment
Murphy Oil Corp.,MUR,United States,0537,Oil & Gas,Oil & Gas,Oil & Gas Producers,Integrated Oil & Gas
Stanley Black & Decker Inc.,SWK,United States,3722,Consumer Goods,Personal & Household Goods,Household Goods & Home Construction,Durable Household Products
Avalonbay Communities Inc.,AVB,United States,8673,Financials,Real Estate,Real Estate Investment Trusts,Residential Real Estate Investment Trusts
Nucor Corp.,NUE,United States,1757,Basic Materials,Basic Resources,Industrial Metals & Mining,Iron & Steel
Sun Life Financial Inc.,SLF,Canada,8575,Financials,Insurance,Life Insurance,Life Insurance
Weatherford International Ltd.,WFT,United States,0573,Oil & Gas,Oil & Gas,Oil Equipment, Services & Distribution,Oil Equipment & Services
American International Group Inc.,AIG,United States,8532,Financials,Insurance,Nonlife Insurance,Full Line Insurance
W.W. Grainger Inc.,GWW,United States,2797,Industrials,Industrial Goods & Services,Support Services,Industrial Suppliers
Dover Corp.,DOV,United States,2757,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery
Southwestern Energy Co.,SWN,United States,0533,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production
Chipotle Mexican Grill Inc.,CMG,United States,5757,Consumer Services,Travel & Leisure,Travel & Leisure,Restaurants & Bars
Telecom Italia S.p.A.,TI,Italy,6535,Telecommunications,Telecommunications,Fixed Line Telecommunications,Fixed Line Telecommunications
Carnival Corp.,CCL,United States,5755,Consumer Services,Travel & Leisure,Travel & Leisure,Recreational Services
Zimmer Holdings Inc.,ZMH,United States,4535,Health Care,Health Care,Health Care Equipment & Services,Medical Equipment
SunTrust Banks Inc.,STI,United States,8355,Financials,Banks,Banks,Banks
Entergy Corp.,ETR,United States,7535,Utilities,Utilities,Electricity,Conventional Electricity
Sara Lee Corp.,SLE,United States,3577,Consumer Goods,Food & Beverage,Food Producers,Food Products
Rockwell Automation Corp.,ROK,United States,2757,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery
Nidec Corp.,NJ,Japan,2733,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electrical Components & Equipment
Limited Brands Inc.,LTD,United States,5371,Consumer Services,Retail,General Retailers,Apparel Retailers
Concho Resources Inc.,CXO,United States,0533,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production
Ecopetrol S.A.,EC,Columbia,0537,Oil & Gas,Oil & Gas,Oil & Gas Producers,Integrated Oil & Gas
Motorola Mobility Holdings Inc.,MMI,United States,,,,,,,,
Kubota Corp.,KUB,Japan,2753,Industrials,Industrial Goods & Services,Industrial Engineering,Commerical Vehicles & Trucks
Grupo Televisa S.A. de C.V.,TV,Mexico,5553,Consumer Services,Media,Media,Broadcasting & Entertainment
Xerox Corp.,XRX,United States,2791,Industrials,Industrial Goods & Services,Support Services,Business Support Services
Analog Devices Inc.,ADI,United States,9576,Technology,Technology,Technology Hardware & Equipment,Semiconductors
Gold Fields Ltd.,GFI,South Africa,1777,Basic Materials,Basic Resources,Mining,Gold Mining
Chunghwa Telecom Co. Ltd.,CHT,Taiwan,6535,Telecommunications,Telecommunications,Fixed Line Telecommunications,Fixed Line Telecommunications
Host Hotels & Resorts Inc.,HST,United States,8677,Financials,Real Estate,Real Estate Investment Trusts,Hotel & Lodging Real Estate Investment Trusts
Weyerhaeuser Co.,WY,United States,8675,Financials,Real Estate,Real Estate Investment Trusts,Specialty Real Estate Investment Trusts
INVESCO Ltd.,IVZ,United States,8771,Financials,Financial Services,Financial Services,Asset Managers
ConAgra Foods Inc.,CAG,United States,3577,Consumer Goods,Food & Beverage,Food Producers,Food Products
Harley-Davidson Inc.,HOG,United States,3353,Consumer Goods,Automobiles & Parts,Automobiles & Parts,Automobiles
Nexen Inc.,NXY,Canada,0533,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production
Alcoa Inc.,AA,United States,1753,Basic Materials,Basic Resources,Industrial Metals & Mining,Aluminum
Western Union Co.,WU,United States,8773,Financials,Financial Services,Financial Services,Consumer Finance
Teradata Corp.,TDC,United States,9533,Technology,Technology,Software & Computer Services,Computer Services
Fluor Corp.,FLR,United States,2357,Industrials,Construction & Materials,Construction & Materials,Heavy Construction
AutoZone Inc.,AZO,United States,5379,Consumer Services,Retail,General Retailers,Specialty Retailers
Reed Elsevier PLC,RUK,United Kingdom,5557,Consumer Services,Media,Media,Publishing
Starwood Hotels & Resorts Worldwide Inc.,HOT,United States,5753,Consumer Services,Travel & Leisure,Travel & Leisure,Hotels
Ralph Lauren Corp. Cl A,RL,United States,3763,Consumer Goods,Personal & Household Goods,Personal Goods,Clothing & Accessories
Range Resources Corp.,RRC,United States,0533,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production
AES Corp.,AES,United States,7535,Utilities,Utilities,Electricity,Conventional Electricity
Thomson Reuters Corp.,TRI,Canada,5557,Consumer Services,Media,Media,Publishing
Orix Corp.,IX,Japan,8775,Financials,Financial Services,Financial Services,Specialty Finance
Magna International Inc.,MGA,Canada,3355,Consumer Goods,Automobiles & Parts,Automobiles & Parts,Auto Parts
BCE Inc.,BCE,Canada,6535,Telecommunications,Telecommunications,Fixed Line Telecommunications,Fixed Line Telecommunications
Health Care REIT Inc.,HCN,United States,8675,Financials,Real Estate,Real Estate Investment Trusts,Specialty Real Estate Investment Trusts
M&T Bank Corp.,MTB,United States,8355,Financials,Banks,Banks,Banks
Marriott International Inc. Cl A,MAR,United States,5753,Consumer Services,Travel & Leisure,Travel & Leisure,Hotels
Noble Corp.,NE,United States,0573,Oil & Gas,Oil & Gas,Oil Equipment, Services & Distribution,Oil Equipment & Services
AmerisourceBergen Corp.,ABC,United States,5333,Consumer Services,Retail,Food & Drug Retailers,Drug Retailers
IntercontinentalExchange Inc.,ICE,United States,8777,Financials,Financial Services,Financial Services,Investment Services
Bunge Ltd.,BG,United States,3577,Consumer Goods,Food & Beverage,Food Producers,Food Products
Cooper Industries PLC Cl A,CBE,United States,2733,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electrical Components & Equipment
Cameco Corp.,CCJ,Canada,1755,Basic Materials,Basic Resources,Industrial Metals & Mining,Nonferrous Metals
Peabody Energy Corp.,BTU,United States,1771,Basic Materials,Basic Resources,Mining,Coal
Cliffs Natural Resources Inc.,CLF,United States,1757,Basic Materials,Basic Resources,Industrial Metals & Mining,Iron & Steel
Genuine Parts Co.,GPC,United States,3355,Consumer Goods,Automobiles & Parts,Automobiles & Parts,Auto Parts
Red Hat Inc.,RHT,United States,9537,Technology,Technology,Software & Computer Services,Software
Penn West Petroleum Ltd.,PWE,Canada,0533,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production
Joy Global Inc.,JOY,United States,2753,Industrials,Industrial Goods & Services,Industrial Engineering,Commerical Vehicles & Trucks
Mobile Telesystems,MBT,Russia,6575,Telecommunications,Telecommunications,Mobile Telecommunications,Mobile Telecommunications
Hershey Co.,HSY,United States,3577,Consumer Goods,Food & Beverage,Food Producers,Food Products
Tenaris S.A.,TS,Italy,1757,Basic Materials,Basic Resources,Industrial Metals & Mining,Iron & Steel
Tata Motors Ltd.,TTM,India,2753,Industrials,Industrial Goods & Services,Industrial Engineering,Commerical Vehicles & Trucks
Amphenol Corp. Cl A,APH,United States,2733,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electrical Components & Equipment
Rockwell Collins Inc.,COL,United States,2713,Industrials,Industrial Goods & Services,Aerospace & Defense,Aerospace
Boston Scientific Corp.,BSX,United States,4535,Health Care,Health Care,Health Care Equipment & Services,Medical Equipment
DTE Energy Co.,DTE,United States,7535,Utilities,Utilities,Electricity,Conventional Electricity
Western Digital Corp.,WDC,United States,9572,Technology,Technology,Technology Hardware & Equipment,Computer Hardware
Hartford Financial Services Group Inc.,HIG,United States,8532,Financials,Insurance,Nonlife Insurance,Full Line Insurance
Reed Elsevier N.V.,ENL,Netherlands,5557,Consumer Services,Media,Media,Publishing
Roper Industries Inc.,ROP,United States,2737,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electronic Equipment
Republic Services Inc.,RSG,United States,2799,Industrials,Industrial Goods & Services,Support Services,Waste & Disposal Services
Clorox Co.,CLX,United States,3724,Consumer Goods,Personal & Household Goods,Household Goods & Home Construction,Nondurable Household Products
Laboratory Corp. of America Holdings,LH,United States,4533,Health Care,Health Care,Health Care Equipment & Services,Health Care Providers
BorgWarner Inc.,BWA,United States,3355,Consumer Goods,Automobiles & Parts,Automobiles & Parts,Auto Parts
Quest Diagnostics Inc.,DGX,United States,4533,Health Care,Health Care,Health Care Equipment & Services,Health Care Providers
Coca-Cola Enterprises Inc.,CCE,United States,3537,Consumer Goods,Food & Beverage,Beverages,Soft Drinks
Aegon N.V.,AEG,Netherlands,8575,Financials,Insurance,Life Insurance,Life Insurance
Sherwin-Williams Co.,SHW,United States,2353,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures
Smith & Nephew PLC,SNN,United Kingdom,4535,Health Care,Health Care,Health Care Equipment & Services,Medical Equipment
Nordstrom Inc.,JWN,United States,5371,Consumer Services,Retail,General Retailers,Apparel Retailers
China Unicom (Hong Kong) Ltd.,CHU,China,6575,Telecommunications,Telecommunications,Mobile Telecommunications,Mobile Telecommunications
J.M. Smucker Co.,SJM,United States,3577,Consumer Goods,Food & Beverage,Food Producers,Food Products
Beam Inc.,BEAM,United States,3535,Consumer Goods,Food & Beverage,Beverages,Distillers & Vintners
Edwards Lifesciences Corp.,EW,United States,4537,Health Care,Health Care,Health Care Equipment & Services,Medical Supplies
TELUS Corp. Non Voting shares,TU,Canada,6535,Telecommunications,Telecommunications,Fixed Line Telecommunications,Fixed Line Telecommunications
VMware Inc.,VMW,United States,9537,Technology,Technology,Software & Computer Services,Software
Denbury Resources Inc.,DNR,United States,0533,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production
Tim Hortons Inc.,THI,Canada,5757,Consumer Services,Travel & Leisure,Travel & Leisure,Restaurants & Bars
Dr Pepper Snapple Group Inc.,DPS,United States,3537,Consumer Goods,Food & Beverage,Beverages,Soft Drinks
Tiffany & Co.,TIF,United States,5379,Consumer Services,Retail,General Retailers,Specialty Retailers
Forest Laboratories Inc.,FRX,United States,4577,Health Care,Health Care,Pharmaceuticals & Biotechnology,Pharmaceuticals
Eldorado Gold Corp.,EGO,Canada,1777,Basic Materials,Basic Resources,Mining,Gold Mining
Principal Financial Group Inc.,PFG,United States,8575,Financials,Insurance,Life Insurance,Life Insurance
China Telecom Corp. Ltd.,CHA,China,6535,Telecommunications,Telecommunications,Fixed Line Telecommunications,Fixed Line Telecommunications
Consol Energy Inc.,CNX,United States,1771,Basic Materials,Basic Resources,Mining,Coal
Avon Products Inc.,AVP,United States,3767,Consumer Goods,Personal & Household Goods,Personal Goods,Personal Products
C.R. Bard Inc.,BCR,United States,4537,Health Care,Health Care,Health Care Equipment & Services,Medical Supplies
Companhia Siderurgica Nacional,SID,Brazil,1757,Basic Materials,Basic Resources,Industrial Metals & Mining,Iron & Steel
ONEOK Inc.,OKE,United States,7573,Utilities,Utilities,Gas, Water & Multiutilities,Gas Distribution
DaVita Inc.,DVA,United States,4533,Health Care,Health Care,Health Care Equipment & Services,Health Care Providers
Fidelity National Information Services Inc.,FIS,United States,2795,Industrials,Industrial Goods & Services,Support Services,Financial Administration
Waters Corp.,WAT,United States,4535,Health Care,Health Care,Health Care Equipment & Services,Medical Equipment
NYSE Euronext,NYX,United States,8777,Financials,Financial Services,Financial Services,Investment Services
CIT Group Inc.,CIT,United States,8775,Financials,Financial Services,Financial Services,Specialty Finance
EQT Corp.,EQT,United States,0533,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production
Delta Air Lines Inc.,DAL,United States,5751,Consumer Services,Travel & Leisure,Travel & Leisure,Airlines
Royal Bank of Scotland Group PLC,RBS,United Kingdom,8355,Financials,Banks,Banks,Banks
Wisconsin Energy Corp.,WEC,United States,7575,Utilities,Utilities,Gas, Water & Multiutilities,Multiutilities
Shaw Communications Inc. Cl B NV,SJR,Canada,5553,Consumer Services,Media,Media,Broadcasting & Entertainment
Companhia de Bebidas das Americas,ABV/C,Brazil,3533,Consumer Goods,Food & Beverage,Beverages,Brewers
